40152,58,223,0.2600896860986547
40155,397,930,0.4268817204301075
40157,12,23,0.5217391304347826
30150,86,209,0.41148325358851673
990147,133,177,0.751412429378531
40180,32,52,0.6153846153846154
40182,604,822,0.7347931873479319
40185,527,677,0.7784342688330872
30162,0,0,0
40187,612,878,0.6970387243735763
32200,576,733,0.7858117326057299
40190,587,836,0.7021531100478469
30165,55,70,0.7857142857142857
40192,295,426,0.6924882629107981
30167,90,112,0.8035714285714286
40202,389,614,0.6335504885993485
990150,204,266,0.7669172932330827
40205,758,1079,0.7025023169601483
30170,33,64,0.515625
40207,482,703,0.6856330014224751
912120,65,104,0.625
40210,569,819,0.6947496947496947
40212,547,737,0.7421981004070556
5140,0,0,0
40215,563,739,0.7618403247631935
30175,112,176,0.6363636363636364
40217,666,1061,0.6277097078228087
912122,519,832,0.6237980769230769
40220,555,849,0.6537102473498233
30177,152,266,0.5714285714285714
990152,173,204,0.8480392156862745
40235,0,0,0
30180,178,319,0.5579937304075235
912125,147,175,0.84
30182,56,162,0.345679012345679
30185,292,419,0.6968973747016707
40247,41,48,0.8541666666666666
40250,112,149,0.7516778523489933
30187,419,600,0.6983333333333334
40252,0,0,0
990155,427,576,0.7413194444444444
40255,0,0,0
30190,532,706,0.7535410764872521
40257,0,0,0
40260,0,0,0
30192,521,785,0.6636942675159235
5142,0,0,0
42152,65,88,0.7386363636363636
30195,709,923,0.7681473456121344
42155,214,309,0.6925566343042071
42157,0,0,0
30197,672,858,0.7832167832167832
990157,546,742,0.7358490566037735
30200,136,183,0.7431693989071039
30202,275,357,0.7703081232492998
32202,724,1090,0.6642201834862386
42172,0,0,0
30205,115,161,0.7142857142857143
42175,0,0,0
30207,279,397,0.7027707808564232
42180,52,82,0.6341463414634146
990160,515,766,0.6723237597911227
42182,322,495,0.6505050505050505
30210,408,566,0.7208480565371025
42185,505,679,0.7437407952871871
42187,515,685,0.7518248175182481
30212,383,510,0.7509803921568627
42190,461,673,0.6849925705794948
42192,402,551,0.7295825771324864
30215,381,532,0.7161654135338346
42195,297,381,0.7795275590551181
915120,133,775,0.17161290322580644
42197,531,788,0.6738578680203046
30217,402,555,0.7243243243243244
42200,575,768,0.7486979166666666
990162,419,595,0.704201680672269
42202,635,822,0.7725060827250608
30220,302,389,0.7763496143958869
42205,425,532,0.7988721804511278
915122,767,1364,0.5623167155425219
42207,391,528,0.740530303030303
30222,79,118,0.6694915254237288
42210,720,1116,0.6451612903225806
42212,717,961,0.7460978147762747
30225,460,699,0.6580829756795422
42215,688,896,0.7678571428571429
915125,404,580,0.696551724137931
42217,621,858,0.7237762237762237
30227,97,257,0.377431906614786
42220,595,830,0.7168674698795181
990165,432,652,0.6625766871165644
42222,206,247,0.8340080971659919
42225,221,258,0.8565891472868217
915127,40,56,0.7142857142857143
42227,0,0,0
30232,0,0,0
30235,81,118,0.6864406779661016
30237,125,165,0.7575757575757576
990167,612,922,0.6637744034707158
42242,20,25,0.8
30240,355,444,0.7995495495495496
42245,305,382,0.7984293193717278
915132,12,14,0.8571428571428571
42247,312,414,0.7536231884057971
30242,355,467,0.7601713062098501
42250,42,60,0.7
32205,636,854,0.7447306791569087
42252,0,0,0
30245,553,730,0.7575342465753425
42255,0,0,0
915135,7,13,0.5384615384615384
42257,0,0,0
30247,361,548,0.6587591240875912
990170,650,960,0.6770833333333334
30250,233,264,0.8825757575757576
915137,0,0,0
45155,166,334,0.49700598802395207
30252,252,335,0.7522388059701492
45157,3,3,1.0
5150,0,0,0
30255,278,364,0.7637362637362637
30257,282,404,0.698019801980198
990172,657,998,0.6583166332665331
30260,193,267,0.7228464419475655
45172,0,0,0
30262,170,204,0.8333333333333334
45180,416,675,0.6162962962962963
45182,409,539,0.7588126159554731
917120,139,294,0.47278911564625853
45185,243,364,0.6675824175824175
45187,402,581,0.6919104991394148
990175,608,808,0.7524752475247525
45190,502,730,0.6876712328767123
32150,78,203,0.3842364532019704
45192,500,610,0.819672131147541
917122,294,521,0.564299424184261
45195,159,248,0.6411290322580645
32152,34,57,0.5964912280701754
45197,467,707,0.6605374823196606
5152,59,70,0.8428571428571429
45200,361,512,0.705078125
32155,12,17,0.7058823529411765
45202,338,551,0.6134301270417423
917125,303,728,0.41620879120879123
45205,682,957,0.7126436781609196
32157,99,147,0.673469387755102
45207,315,418,0.7535885167464115
990177,369,702,0.5256410256410257
45210,625,872,0.716743119266055
32160,67,112,0.5982142857142857
45212,642,851,0.754406580493537
917127,173,337,0.5133531157270029
45215,735,990,0.7424242424242424
32162,73,87,0.8390804597701149
45217,779,1011,0.7705242334322453
32207,434,635,0.6834645669291338
45220,571,734,0.7779291553133515
32165,39,53,0.7358490566037735
45222,248,295,0.8406779661016949
917130,198,276,0.717391304347826
45225,162,190,0.8526315789473684
32167,0,0,0
45227,0,0,0
990180,260,432,0.6018518518518519
917132,67,113,0.5929203539823009
32172,0,0,0
5155,4,7,0.5714285714285714
32175,0,0,0
917135,40,49,0.8163265306122449
32177,0,0,0
45247,0,0,0
990182,737,1179,0.6251060220525869
45250,0,0,0
32180,232,380,0.6105263157894737
45252,0,0,0
917137,0,0,0
32182,775,1136,0.6822183098591549
32185,560,725,0.7724137931034483
917140,0,0,0
32187,437,554,0.7888086642599278
47155,169,284,0.5950704225352113
990185,922,1172,0.7866894197952219
47157,335,539,0.62152133580705
32190,420,641,0.6552262090483619
47160,436,602,0.7242524916943521
47162,45,58,0.7758620689655172
32192,280,371,0.7547169811320755
5157,15,17,0.8823529411764706
32195,365,492,0.741869918699187
32197,544,631,0.8621236133122029
990187,694,892,0.7780269058295964
47177,72,97,0.7422680412371134
32210,493,714,0.6904761904761905
47180,639,1015,0.6295566502463055
920120,0,0,0
47182,702,1030,0.6815533980582524
47185,362,583,0.6209262435677531
32212,452,598,0.7558528428093646
47187,336,428,0.7850467289719626
47190,307,397,0.7732997481108312
920122,129,250,0.516
47192,531,666,0.7972972972972973
32215,520,706,0.7365439093484419
47195,538,684,0.7865497076023392
990190,535,880,0.6079545454545454
47197,427,535,0.7981308411214953
47200,353,423,0.83451536643026
920125,52,101,0.5148514851485149
47202,119,157,0.7579617834394905
32217,514,693,0.7417027417027418
47205,89,114,0.7807017543859649
5160,264,420,0.6285714285714286
47207,160,243,0.6584362139917695
47210,462,688,0.6715116279069767
920127,54,97,0.5567010309278351
47212,568,748,0.7593582887700535
32220,639,875,0.7302857142857143
47215,748,1071,0.6984126984126984
990192,220,256,0.859375
47217,632,843,0.7497034400948992
920130,179,326,0.549079754601227
47220,103,111,0.9279279279279279
32222,514,681,0.7547723935389133
47222,5,4,1.25
32225,392,705,0.5560283687943263
920132,44,111,0.3963963963963964
990195,0,0,0
32227,643,909,0.7073707370737073
47245,0,0,0
920135,43,82,0.524390243902439
47247,0,0,0
5162,558,714,0.7815126050420168
47252,0,0,0
32230,64,81,0.7901234567901234
920137,66,71,0.9295774647887324
920140,0,0,0
990200,116,162,0.7160493827160493
5165,538,705,0.7631205673758865
922122,0,0,0
990202,497,627,0.7926634768740032
922125,0,0,0
922127,117,210,0.5571428571428572
990205,237,295,0.8033898305084746
922130,364,724,0.5027624309392266
5167,534,730,0.7315068493150685
922132,196,321,0.6105919003115264
990207,237,358,0.6620111731843575
922135,404,912,0.44298245614035087
